nb_candidats_g,taux_de_reussite_g,taux_d_acces_6eme_3eme,nb_mentions_g,ips,ecart_type_de_l_ips
149,85.0,90.0,92,84.3,26.7
139,91.0,98.0,99,94.3,29.1
164,100.0,91.0,139,122.3,27.3
119,83.0,95.0,69,95.3,28.8
126,88.0,93.0,84,99.3,35.1
70,100.0,90.0,68,113.4,26.9
111,94.0,97.0,81,102.1,29.7
155,91.0,91.0,99,95.1,33.4
144,90.0,95.0,93,103.9,30.2
107,78.0,88.0,63,87.5,26.5
173,99.0,85.0,154,129.2,33.8
148,99.0,91.0,133,131.8,26.0
95,94.0,89.0,79,109.3,31.2
40,95.0,88.0,32,96.5,30.2
44,95.0,82.0,39,104.3,31.8
74,99.0,96.0,63,106.7,28.2
32,100.0,89.0,29,113.9,32.8
57,98.0,81.0,52,101.7,20.4
50,100.0,84.0,48,110.7,23.3
175,96.0,93.0,149,117.9,31.4
49,96.0,98.0,41,96.7,36.3
66,94.0,81.0,55,121.0,38.8
114,93.0,92.0,86,100.9,29.2
94,99.0,98.0,82,114.8,30.0
225,100.0,92.0,216,109.5,26.0
55,95.0,88.0,46,114.2,28.2
86,97.0,94.0,78,121.5,34.3
104,96.0,91.0,82,111.8,29.7
66,79.0,82.0,37,59.2,15.9
189,81.0,91.0,110,85.2,24.8
75,95.0,89.0,60,102.9,32.5
60,100.0,82.0,55,125.4,26.6
120,96.0,90.0,105,112.6,28.3
76,100.0,93.0,69,111.8,27.6
138,73.0,86.0,59,67.7,16.4
197,90.0,84.0,147,89.3,34.6
185,86.0,94.0,133,111.4,31.8
110,87.0,91.0,74,87.2,28.2
160,91.0,94.0,123,107.1,32.4
121,98.0,90.0,106,121.0,28.1
155,78.0,94.0,84,106.2,33.0
34,82.0,93.0,25,92.0,28.8
153,94.0,75.0,124,118.9,36.3
76,95.0,72.0,65,120.9,31.5
111,100.0,93.0,109,130.1,30.8
119,81.0,88.0,58,78.9,25.2
178,97.0,96.0,152,123.4,39.3
115,90.0,88.0,81,106.0,40.3
101,97.0,96.0,91,125.3,33.7
96,99.0,86.0,86,108.2,32.3
153,93.0,91.0,123,107.3,33.2
136,82.0,94.0,89,112.3,36.5
211,88.0,91.0,160,126.8,44.1
192,96.0,94.0,166,125.8,33.9
138,89.0,95.0,105,108.5,35.4
138,90.0,91.0,104,113.7,32.6
124,87.0,96.0,90,104.5,33.2
133,99.0,88.0,121,133.6,27.1
66,95.0,79.0,48,110.2,26.5
214,87.0,93.0,155,117.0,40.9
102,84.0,87.0,64,105.8,35.5
117,91.0,97.0,84,116.3,36.4
49,88.0,93.0,33,103.4,28.9
77,95.0,94.0,68,104.4,29.8
59,100.0,94.0,43,104.5,31.7
46,98.0,67.0,38,115.4,26.6
151,84.0,95.0,104,111.5,31.3
140,96.0,92.0,119,133.5,33.9
148,84.0,94.0,106,105.5,33.7
64,92.0,82.0,44,105.2,33.2
105,92.0,91.0,79,95.0,35.8
138,91.0,96.0,105,92.5,27.1
116,89.0,90.0,81,100.7,29.5
191,80.0,96.0,127,105.8,29.9
141,84.0,93.0,99,101.9,35.2
78,87.0,93.0,57,112.3,32.9
147,83.0,85.0,102,91.1,35.6
57,91.0,95.0,48,110.3,27.7
76,95.0,83.0,66,123.9,28.9
44,100.0,68.0,44,118.4,29.5
41,98.0,83.0,38,104.1,30.4
188,84.0,90.0,121,94.1,28.6
81,88.0,73.0,56,105.9,39.1
197,72.0,95.0,95,81.2,29.0
78,91.0,80.0,58,105.5,26.6
121,94.0,87.0,104,119.9,42.7
213,86.0,91.0,145,95.4,30.4
137,86.0,96.0,96,89.0,29.3
122,76.0,85.0,69,89.1,32.5
200,91.0,92.0,160,120.1,32.1
134,90.0,94.0,103,116.1,38.5
167,89.0,89.0,128,113.0,35.3
124,95.0,80.0,95,115.8,30.1
131,98.0,80.0,106,127.2,26.8
117,94.0,95.0,102,138.2,34.4
115,90.0,91.0,95,103.4,31.0
124,96.0,96.0,100,120.0,33.7
136,88.0,84.0,95,93.0,30.8
133,86.0,95.0,91,116.5,30.8
120,87.0,93.0,86,97.5,28.9
121,74.0,90.0,65,81.6,28.8
183,75.0,80.0,89,91.2,29.7
159,90.0,96.0,120,111.6,30.7
69,93.0,91.0,52,104.6,28.9
53,91.0,94.0,30,103.7,30.4
157,100.0,91.0,151,126.0,27.6
226,100.0,86.0,225,139.5,25.8
95,100.0,86.0,93,116.2,28.5
66,97.0,86.0,50,76.8,22.4
155,81.0,76.0,96,99.1,35.5
173,86.0,91.0,105,69.4,21.5
165,90.0,94.0,115,105.5,32.1
123,89.0,90.0,99,118.9,34.1
121,99.0,85.0,100,120.2,34.8
213,92.0,99.0,177,129.9,34.8
170,94.0,93.0,131,99.9,30.0
161,96.0,97.0,144,106.4,32.8
125,98.0,90.0,105,118.1,36.2
61,79.0,92.0,33,98.6,32.9
119,92.0,98.0,97,112.8,33.2
140,99.0,93.0,132,127.6,27.4
195,96.0,91.0,181,110.2,28.6
95,100.0,89.0,86,114.4,28.7
39,100.0,93.0,33,98.0,23.6
57,100.0,92.0,53,105.7,26.6
112,90.0,92.0,84,105.6,35.9
121,87.0,91.0,95,109.3,36.0
88,92.0,93.0,58,111.3,34.6
133,97.0,92.0,119,105.0,31.6
128,99.0,96.0,122,128.0,35.2
186,97.0,95.0,168,121.9,38.1
242,100.0,96.0,227,134.2,26.3
149,89.0,92.0,120,117.7,33.9
108,98.0,91.0,95,123.3,26.0
109,100.0,83.0,103,113.8,30.5
109,82.0,89.0,59,94.5,31.8
81,88.0,90.0,47,93.4,30.3
163,91.0,95.0,125,99.3,29.1
78,91.0,97.0,59,105.0,30.8
86,83.0,76.0,45,96.0,39.5
61,69.0,91.0,30,75.3,26.1
131,90.0,95.0,92,106.6,31.5
144,90.0,86.0,107,128.0,34.8
137,96.0,98.0,103,116.0,30.1
104,87.0,91.0,61,104.2,30.5
119,87.0,93.0,83,108.2,31.0
57,93.0,85.0,38,99.5,27.1
63,90.0,85.0,41,95.7,37.8
70,99.0,76.0,57,127.6,27.7
134,92.0,95.0,103,124.0,33.3
135,91.0,98.0,106,115.2,32.0
49,90.0,82.0,40,109.3,28.3
78,88.0,94.0,56,118.2,32.3
97,81.0,91.0,56,99.8,35.6
37,100.0,64.0,36,99.4,25.6
141,99.0,91.0,134,136.3,26.3
104,100.0,92.0,94,115.8,26.7
173,100.0,88.0,171,120.8,32.4
193,90.0,98.0,142,110.4,35.1
71,70.0,83.0,36,72.7,21.8
158,99.0,94.0,140,132.9,35.5
142,87.0,97.0,102,110.9,34.5
97,81.0,92.0,64,89.4,26.7
111,86.0,91.0,76,102.1,36.5
148,90.0,94.0,111,126.9,35.7
107,88.0,92.0,79,126.4,36.1
142,80.0,87.0,93,89.4,35.4
63,87.0,95.0,46,108.8,31.7
77,87.0,91.0,59,87.7,30.9
45,98.0,98.0,36,103.6,29.9
65,100.0,87.0,58,101.6,25.4
61,95.0,93.0,48,100.1,30.4
56,98.0,81.0,45,105.9,28.7
73,97.0,97.0,62,98.5,26.9
150,87.0,93.0,107,99.0,28.2
56,89.0,92.0,42,96.1,27.2
74,99.0,97.0,64,104.5,30.8
122,94.0,93.0,98,102.2,29.9
65,89.0,99.0,43,98.3,29.1
96,77.0,96.0,54,100.7,28.7
178,86.0,92.0,115,96.2,31.7
106,81.0,91.0,57,100.0,31.9
137,100.0,89.0,132,120.9,28.6
150,87.0,91.0,114,107.0,31.2
112,76.0,91.0,57,84.1,28.5
117,95.0,86.0,88,107.5,30.5
45,93.0,74.0,33,102.3,23.4
110,100.0,96.0,106,106.8,29.0
114,90.0,90.0,86,100.3,29.6
162,90.0,93.0,124,104.1,33.0
165,93.0,94.0,131,106.0,29.9
288,91.0,96.0,230,107.1,35.7
77,99.0,95.0,70,106.5,31.4
54,80.0,84.0,33,80.6,27.6
112,76.0,92.0,66,97.1,38.8
93,78.0,90.0,64,93.5,35.4
103,93.0,93.0,76,87.7,31.7
149,99.0,89.0,143,119.4,31.2
171,94.0,94.0,136,99.4,30.1
122,86.0,94.0,89,98.5,37.5
87,92.0,91.0,68,105.0,33.0
157,92.0,96.0,127,113.2,34.2
103,83.0,94.0,62,97.0,29.9
189,97.0,93.0,151,121.1,44.0
127,100.0,98.0,123,113.6,27.6
49,98.0,96.0,44,102.2,26.4
69,94.0,91.0,54,123.4,27.7
40,80.0,51.0,21,116.5,30.5
130,98.0,96.0,119,117.7,29.4
135,99.0,92.0,118,117.3,28.9
98,68.0,81.0,44,78.7,32.3
98,83.0,94.0,72,108.4,37.1
103,92.0,93.0,76,113.6,35.6
117,87.0,92.0,81,108.8,31.7
64,91.0,86.0,44,98.3,29.6
64,81.0,94.0,38,70.6,21.4
122,91.0,96.0,95,117.8,33.0
166,99.0,96.0,156,109.0,27.7
141,99.0,96.0,123,103.2,25.9
126,94.0,92.0,106,122.3,32.4
154,95.0,96.0,122,113.4,32.6
150,84.0,88.0,103,106.5,37.7
137,99.0,93.0,130,116.2,29.4
128,88.0,54.0,81,102.9,30.0
74,91.0,96.0,49,95.9,28.4
98,78.0,94.0,58,100.6,26.5
108,98.0,88.0,93,115.8,30.9
48,100.0,93.0,43,118.6,30.2
37,92.0,80.0,29,110.0,28.7
154,95.0,87.0,106,103.3,42.1
154,83.0,95.0,91,95.8,26.5
136,83.0,89.0,88,84.3,29.9
120,88.0,90.0,83,95.6,31.4
131,83.0,97.0,86,108.5,32.2
111,95.0,94.0,78,117.5,37.8
78,92.0,96.0,55,100.8,33.0
104,100.0,91.0,99,128.5,34.3
112,94.0,98.0,81,114.5,33.1
75,89.0,99.0,52,103.9,30.0
93,89.0,94.0,68,100.5,31.6
67,97.0,92.0,54,119.1,27.2
123,86.0,93.0,96,94.7,33.4
66,85.0,91.0,45,92.8,26.3
30,87.0,87.0,21,105.4,27.7
65,78.0,78.0,33,76.6,25.9
155,92.0,92.0,118,101.7,33.7
83,90.0,88.0,66,84.1,26.7
171,84.0,90.0,109,91.4,32.5
51,94.0,87.0,43,103.9,33.5
84,98.0,92.0,77,103.5,30.6
62,100.0,96.0,57,109.8,24.2
138,88.0,91.0,101,127.4,40.6
70,97.0,93.0,57,94.4,28.4
68,96.0,83.0,46,98.9,35.2
73,90.0,94.0,47,91.7,31.5
45,89.0,94.0,33,90.4,31.2
44,80.0,89.0,26,81.6,23.2
104,98.0,96.0,93,108.2,33.0
133,99.0,93.0,123,126.0,28.8
184,98.0,88.0,149,116.9,30.4
99,100.0,93.0,92,109.6,29.4
129,100.0,97.0,125,108.9,28.8
43,95.0,97.0,34,97.1,22.3
69,99.0,97.0,64,106.4,29.1
55,100.0,94.0,46,112.4,29.1
125,98.0,99.0,96,100.1,23.9
109,93.0,96.0,85,111.8,34.3
166,89.0,89.0,115,107.2,36.4
139,99.0,97.0,128,117.7,31.2
56,89.0,89.0,34,87.5,32.6
134,85.0,90.0,91,108.0,38.2
51,76.0,84.0,29,92.9,32.8
141,91.0,87.0,112,112.9,41.5
98,98.0,83.0,83,113.5,30.0
93,97.0,97.0,70,121.8,30.3
43,100.0,92.0,34,128.9,27.0
219,100.0,92.0,195,111.8,29.7
66,83.0,81.0,42,97.3,38.0
86,87.0,89.0,60,99.9,31.3
39,95.0,86.0,31,90.9,25.5
79,84.0,92.0,54,99.8,29.7
85,94.0,89.0,63,106.1,33.7
68,93.0,90.0,40,94.4,25.3
63,95.0,83.0,50,105.7,30.4
61,93.0,95.0,49,87.5,27.3
99,96.0,87.0,85,94.8,29.3
148,95.0,90.0,126,118.2,28.3
71,97.0,91.0,60,110.2,33.2
31,100.0,96.0,26,94.2,27.8
122,84.0,87.0,80,95.6,33.4
42,95.0,90.0,34,90.3,26.2
66,92.0,94.0,47,97.4,26.6
108,79.0,89.0,75,76.8,23.6
72,83.0,91.0,49,100.6,26.8
106,95.0,95.0,89,115.3,32.0
127,90.0,89.0,103,124.7,36.4
138,71.0,81.0,75,87.6,33.6
169,99.0,90.0,159,117.4,28.0
195,95.0,93.0,157,130.7,26.0
90,74.0,85.0,49,68.2,18.4
123,86.0,91.0,83,108.9,31.3
102,79.0,96.0,65,106.3,31.5
103,70.0,96.0,64,95.9,31.4
77,83.0,95.0,55,93.5,29.0
125,75.0,92.0,64,98.9,32.1
50,84.0,95.0,31,89.5,26.9
72,75.0,89.0,43,109.9,32.2
50,80.0,95.0,33,93.4,29.1
36,86.0,89.0,26,107.0,25.0
39,100.0,94.0,32,100.0,28.7
56,89.0,94.0,34,92.8,30.7
167,98.0,88.0,135,106.0,29.5
63,97.0,90.0,48,89.0,28.1
54,98.0,90.0,40,95.9,30.6
112,99.0,93.0,99,104.5,31.3
64,88.0,95.0,47,99.3,30.4
90,100.0,97.0,84,112.5,29.0
102,85.0,87.0,72,85.8,33.9
81,96.0,90.0,66,88.4,32.4
73,89.0,93.0,51,96.0,27.8
83,87.0,92.0,60,83.5,25.4
73,92.0,90.0,55,100.9,33.7
64,100.0,86.0,63,119.5,27.2
146,95.0,94.0,122,102.5,32.6
82,90.0,79.0,60,107.3,27.2
55,98.0,78.0,51,120.6,27.3
99,100.0,96.0,89,111.8,26.4
142,94.0,95.0,116,123.4,31.5
133,96.0,90.0,110,104.4,35.5
37,84.0,89.0,26,102.7,30.6
80,100.0,95.0,77,120.8,28.8
109,89.0,95.0,75,102.5,31.6
87,87.0,93.0,61,91.0,26.9
138,99.0,81.0,119,112.5,27.9
135,84.0,92.0,92,118.0,33.7
126,82.0,92.0,70,75.3,21.2
125,89.0,96.0,69,100.0,32.3
123,95.0,97.0,100,118.1,30.9
130,98.0,93.0,106,122.1,35.1
138,87.0,94.0,100,91.8,31.0
120,92.0,95.0,96,100.9,29.7
113,96.0,92.0,95,104.4,31.0
139,91.0,93.0,114,105.7,31.2
97,90.0,97.0,62,101.0,30.4
92,91.0,91.0,70,106.6,30.0
46,98.0,98.0,44,93.6,26.6
154,90.0,93.0,117,110.2,30.4
65,91.0,96.0,51,100.4,28.5
77,88.0,97.0,53,102.9,30.5
49,98.0,85.0,40,89.4,27.5
119,90.0,94.0,87,107.0,32.8
60,87.0,77.0,36,86.9,32.4
148,94.0,88.0,121,123.2,29.4
106,92.0,91.0,79,117.1,39.9
74,84.0,84.0,45,93.7,36.9
89,99.0,97.0,74,114.5,30.0
153,88.0,92.0,97,99.1,36.4
138,86.0,94.0,93,103.7,33.8
117,85.0,95.0,77,102.7,32.2
42,100.0,93.0,28,88.3,25.4
83,89.0,95.0,64,93.1,31.6
47,94.0,88.0,38,99.0,32.1
66,95.0,85.0,52,107.7,28.8
36,92.0,79.0,26,100.5,24.9
64,84.0,81.0,36,68.2,20.2
80,96.0,90.0,62,103.4,29.4
105,92.0,91.0,81,96.9,29.1
160,97.0,92.0,117,102.9,33.2
57,95.0,88.0,44,83.3,27.1
71,90.0,91.0,52,89.1,30.0
93,91.0,95.0,71,103.7,31.2
80,90.0,88.0,58,96.6,27.0
120,88.0,95.0,86,108.5,34.6
153,100.0,89.0,144,122.2,27.3
67,75.0,93.0,37,101.6,29.4
62,90.0,87.0,50,99.6,29.7
102,80.0,93.0,56,92.6,24.7
153,90.0,94.0,111,102.1,31.7
139,96.0,93.0,109,95.8,33.3
104,74.0,93.0,52,87.8,28.0
129,99.0,87.0,118,117.2,29.1
70,77.0,91.0,37,95.0,27.6
147,90.0,92.0,108,105.6,30.8
76,93.0,97.0,60,108.6,33.3
146,97.0,93.0,125,136.5,36.7
162,85.0,90.0,87,96.7,30.4
106,92.0,88.0,63,82.1,25.3
112,93.0,91.0,77,88.5,27.7
170,82.0,91.0,103,87.7,27.2
147,85.0,90.0,74,85.6,22.1
186,83.0,93.0,105,96.3,31.3
107,99.0,85.0,97,138.9,23.7
133,100.0,96.0,117,131.0,25.9
131,86.0,92.0,77,86.4,26.6
149,86.0,89.0,78,96.8,32.2
231,94.0,97.0,189,113.2,36.0
130,82.0,91.0,77,83.3,26.8
137,83.0,92.0,79,98.8,33.5
104,91.0,91.0,75,105.9,34.7
161,90.0,87.0,113,119.5,36.9
226,88.0,93.0,135,99.6,32.1
183,83.0,92.0,97,86.4,25.1
141,96.0,97.0,114,142.9,35.4
190,86.0,90.0,110,99.3,32.9
251,97.0,96.0,175,114.4,36.3
134,88.0,91.0,79,65.1,17.7
127,82.0,94.0,81,116.7,34.4
163,76.0,91.0,97,112.9,31.6
175,89.0,93.0,117,112.4,34.2
139,86.0,93.0,83,110.4,31.3
124,93.0,93.0,88,106.2,32.8
155,90.0,94.0,114,110.0,34.1
166,95.0,94.0,129,116.1,31.6
138,91.0,91.0,90,105.2,34.3
116,94.0,89.0,95,127.0,37.8
170,84.0,92.0,122,129.1,37.7
100,92.0,93.0,73,137.9,36.5
123,87.0,92.0,94,113.9,34.1
132,91.0,90.0,105,139.1,37.2
183,80.0,92.0,96,95.0,33.0
168,84.0,92.0,110,120.0,35.5
119,87.0,84.0,73,94.6,35.0
140,99.0,86.0,131,146.9,31.7
163,88.0,96.0,113,89.4,26.2
176,88.0,94.0,111,85.4,28.3
144,96.0,98.0,129,141.3,34.0
142,93.0,93.0,115,146.9,33.4
205,100.0,98.0,197,145.5,20.7
154,100.0,94.0,152,148.9,14.1
284,100.0,91.0,280,148.1,15.2
147,100.0,95.0,136,139.8,23.8
141,98.0,92.0,120,131.1,37.1
121,93.0,90.0,93,112.9,39.0
126,84.0,88.0,66,90.3,27.8
100,92.0,97.0,70,102.2,34.0
183,92.0,91.0,123,102.8,31.9
153,84.0,86.0,95,98.8,34.1
111,73.0,92.0,47,81.3,23.4
137,87.0,94.0,88,76.8,24.6
55,100.0,90.0,45,109.5,28.4
87,83.0,90.0,35,84.5,28.3
187,82.0,92.0,108,81.4,23.8
123,90.0,90.0,72,80.5,23.9
83,88.0,82.0,50,88.1,31.0
107,92.0,91.0,82,90.7,34.1
159,90.0,89.0,95,103.1,36.6
161,87.0,92.0,99,76.3,23.0
107,90.0,95.0,63,101.8,33.5
105,81.0,86.0,57,81.9,26.4
131,80.0,89.0,67,86.0,29.8
147,77.0,86.0,87,78.3,24.4
150,89.0,90.0,100,77.3,24.3
106,98.0,96.0,87,124.9,32.5
156,86.0,87.0,79,76.4,20.9
154,84.0,95.0,93,78.9,23.4
88,78.0,96.0,47,76.0,23.2
136,78.0,96.0,76,86.4,24.9
170,82.0,93.0,93,87.7,29.7
156,90.0,92.0,114,90.0,26.8
169,100.0,99.0,165,137.1,25.9
140,79.0,87.0,86,86.1,23.8
109,90.0,89.0,81,84.5,29.7
166,90.0,91.0,102,79.1,23.7
126,90.0,87.0,84,78.2,25.6
147,90.0,92.0,108,100.6,31.6
128,86.0,91.0,89,93.9,31.0
172,93.0,93.0,112,100.0,31.9
154,87.0,89.0,83,79.5,25.3
159,88.0,93.0,109,98.4,31.7
104,92.0,84.0,77,111.1,35.1
112,88.0,91.0,73,94.9,30.8
90,88.0,98.0,62,127.3,35.7
72,93.0,91.0,42,91.2,26.5
111,86.0,91.0,68,89.5,24.8
208,97.0,98.0,189,144.6,32.0
116,90.0,95.0,70,90.7,26.3
102,89.0,94.0,58,102.2,30.9
163,82.0,95.0,100,100.7,35.5
164,95.0,94.0,119,129.7,32.6
118,77.0,90.0,47,79.6,22.8
92,77.0,99.0,40,81.9,26.3
145,90.0,91.0,110,129.6,37.0
128,95.0,94.0,112,129.5,35.2
167,99.0,96.0,147,146.2,29.4
77,99.0,86.0,72,124.4,27.9
165,100.0,95.0,161,139.3,22.8
86,100.0,98.0,80,129.8,26.4
90,100.0,94.0,87,132.8,24.2
125,90.0,96.0,99,119.2,33.3
105,83.0,90.0,62,97.8,34.5
115,80.0,91.0,60,88.9,27.8
114,89.0,85.0,71,89.6,29.9
166,98.0,96.0,150,127.1,35.4
132,98.0,97.0,120,128.9,38.9
113,83.0,92.0,72,88.0,28.3
102,94.0,89.0,56,80.4,25.7
118,85.0,92.0,66,92.2,28.8
121,100.0,98.0,113,146.1,31.8
135,96.0,95.0,86,87.4,31.2
87,82.0,90.0,46,96.9,29.9
167,100.0,96.0,167,134.7,26.0
185,89.0,93.0,114,90.2,31.0
139,81.0,90.0,78,103.7,32.1
98,93.0,97.0,78,120.8,29.7
91,96.0,96.0,70,105.1,35.8
97,90.0,97.0,58,86.3,23.8
127,78.0,91.0,62,86.2,27.6
102,96.0,79.0,86,116.5,26.1
109,100.0,94.0,100,127.0,28.2
120,74.0,88.0,56,76.3,21.7
120,88.0,90.0,72,91.6,30.6
179,87.0,96.0,112,116.4,33.0
117,91.0,92.0,89,87.8,29.5
152,89.0,94.0,103,120.5,37.0
143,80.0,92.0,78,86.2,27.2
126,85.0,91.0,68,98.3,30.1
130,89.0,92.0,74,104.0,33.8
114,97.0,93.0,95,120.8,30.4
254,100.0,92.0,240,137.1,27.0
157,99.0,79.0,128,106.4,31.5
147,92.0,93.0,87,110.9,34.0
108,77.0,91.0,54,101.1,34.3
31,100.0,84.0,30,114.4,27.7
137,79.0,94.0,69,76.6,24.8
156,88.0,98.0,109,111.5,34.4
129,95.0,94.0,115,125.8,30.6
37,86.0,98.0,26,95.0,25.6
135,90.0,92.0,100,105.5,29.9
98,83.0,91.0,63,107.4,30.8
66,91.0,96.0,52,96.8,28.4
47,96.0,97.0,43,104.6,27.9
108,99.0,97.0,95,122.2,26.1
108,83.0,93.0,71,92.5,29.4
148,87.0,93.0,108,108.2,27.7
118,93.0,91.0,69,86.1,29.5
119,87.0,94.0,63,89.7,31.7
228,92.0,88.0,137,98.5,32.3
71,94.0,96.0,38,90.9,29.7
88,91.0,87.0,45,89.6,31.7
157,89.0,95.0,82,94.5,29.8
107,68.0,87.0,36,87.6,28.2
72,76.0,89.0,32,87.3,30.9
62,92.0,85.0,24,94.4,29.1
150,93.0,86.0,101,94.8,34.4
116,74.0,83.0,57,91.6,30.0
94,83.0,85.0,52,88.1,31.6
73,88.0,90.0,43,97.9,28.8
138,89.0,90.0,73,101.4,28.5
34,97.0,93.0,20,90.0,30.6
79,100.0,95.0,66,109.8,34.6
49,78.0,83.0,20,77.5,23.7
194,100.0,84.0,183,130.4,24.5
99,93.0,84.0,48,101.0,25.8
73,92.0,94.0,42,95.6,28.5
72,92.0,84.0,44,91.5,29.0
75,89.0,82.0,47,101.0,31.6
82,72.0,89.0,30,77.2,23.0
77,97.0,79.0,63,124.6,26.7
197,96.0,88.0,141,113.8,35.0
80,91.0,91.0,38,72.0,20.4
149,79.0,75.0,49,73.4,22.5
191,71.0,91.0,46,69.5,21.8
85,91.0,89.0,41,84.3,30.8
214,77.0,94.0,123,87.9,30.4
154,83.0,90.0,102,79.4,33.2
155,94.0,91.0,123,103.8,37.0
108,90.0,96.0,77,71.5,22.9
49,80.0,95.0,29,76.5,23.3
65,88.0,86.0,46,76.3,26.9
125,69.0,93.0,70,80.5,30.7
186,82.0,88.0,119,73.2,26.8
129,84.0,88.0,83,80.6,29.5
115,77.0,89.0,68,79.1,26.8
167,84.0,92.0,110,98.6,41.1
77,99.0,91.0,61,114.1,32.4
88,75.0,94.0,52,73.8,24.1
252,60.0,94.0,87,59.7,17.6
343,72.0,95.0,154,70.4,29.1
400,65.0,95.0,181,64.5,19.9
451,58.0,93.0,136,74.0,24.7
352,59.0,94.0,118,59.6,18.6
118,86.0,92.0,73,100.1,31.6
127,93.0,95.0,101,110.4,31.3
131,92.0,95.0,105,100.4,31.8
83,93.0,97.0,62,102.5,32.2
67,84.0,92.0,46,102.1,32.0
126,96.0,95.0,90,110.9,35.8
137,88.0,93.0,96,106.0,30.9
260,90.0,83.0,215,131.2,35.5
126,91.0,93.0,81,108.3,32.7
143,88.0,90.0,113,126.4,31.0
145,97.0,95.0,127,113.9,33.5
187,86.0,96.0,121,100.7,30.7
127,91.0,93.0,97,101.7,33.4
63,83.0,96.0,44,94.5,30.8
96,79.0,96.0,60,95.6,25.7
83,87.0,78.0,60,90.4,30.0
86,73.0,88.0,42,80.5,28.9
86,86.0,94.0,60,101.2,33.1
94,81.0,90.0,64,100.8,35.4
72,85.0,93.0,45,85.6,28.2
127,89.0,90.0,98,93.0,34.0
69,87.0,94.0,49,94.4,29.6
79,86.0,97.0,60,94.8,34.2
68,99.0,93.0,59,97.7,28.0
33,100.0,85.0,28,90.5,33.7
105,86.0,96.0,67,95.9,30.5
68,97.0,95.0,59,99.0,29.3
83,84.0,94.0,55,93.7,36.1
78,94.0,93.0,57,104.1,30.4
148,91.0,94.0,99,101.2,30.8
120,87.0,94.0,71,87.8,30.2
84,86.0,91.0,56,111.4,30.0
119,93.0,95.0,81,104.1,32.1
67,99.0,68.0,58,113.3,25.8
117,97.0,97.0,92,112.3,34.2
65,88.0,90.0,41,100.5,27.7
147,98.0,90.0,130,109.4,32.4
141,99.0,82.0,132,119.1,26.8
92,96.0,93.0,80,105.6,27.9
54,83.0,83.0,34,99.5,27.8
49,98.0,84.0,38,113.6,30.9
141,96.0,89.0,117,110.8,31.0
62,100.0,89.0,58,120.7,29.3
142,86.0,78.0,94,92.6,30.0
114,92.0,85.0,89,114.3,33.5
44,91.0,92.0,33,97.9,27.0
219,100.0,90.0,203,135.1,26.5
144,100.0,91.0,139,139.6,21.5
197,99.0,91.0,183,131.2,34.6
186,94.0,89.0,149,117.8,36.8
125,98.0,93.0,98,115.1,34.2
172,81.0,88.0,102,94.5,29.7
201,100.0,91.0,200,142.8,31.9
45,80.0,66.0,27,105.2,29.0
63,86.0,90.0,45,100.7,28.0
152,82.0,91.0,88,84.9,34.1
72,88.0,93.0,49,92.8,30.3
58,74.0,80.0,35,91.0,28.5
90,73.0,99.0,56,98.9,29.6
72,65.0,93.0,37,94.1,29.1
75,71.0,90.0,34,83.7,28.4
71,87.0,89.0,61,90.8,31.5
101,88.0,96.0,70,107.6,30.5
99,78.0,94.0,60,94.8,29.4
65,92.0,98.0,57,93.9,28.2
43,95.0,96.0,28,94.6,25.0
88,68.0,92.0,48,82.4,30.2
91,87.0,95.0,64,89.6,28.6
57,89.0,84.0,40,92.3,30.9
160,74.0,96.0,82,95.4,31.1
136,83.0,92.0,84,88.6,30.0
86,80.0,95.0,50,93.6,30.6
190,79.0,92.0,122,97.1,30.7
161,90.0,95.0,122,101.6,28.5
41,100.0,77.0,28,101.4,24.4
101,90.0,90.0,66,92.8,29.3
39,100.0,92.0,36,99.3,23.9
38,97.0,94.0,31,105.7,23.6
99,100.0,95.0,92,112.8,29.8
79,87.0,90.0,49,106.8,30.1
84,98.0,90.0,66,102.4,28.4
48,98.0,89.0,44,106.6,23.2
128,83.0,91.0,82,114.1,31.5
114,91.0,93.0,87,113.5,38.0
90,83.0,93.0,52,71.2,19.6
105,69.0,89.0,39,75.4,19.5
129,94.0,94.0,97,104.7,36.4
115,89.0,91.0,82,104.0,34.1
61,92.0,79.0,40,88.7,29.6
80,96.0,82.0,64,139.2,29.7
112,96.0,92.0,96,116.3,33.8
161,86.0,91.0,107,101.1,29.2
143,90.0,98.0,112,100.2,31.9
136,94.0,93.0,108,115.7,35.1
240,100.0,86.0,226,133.7,27.8
144,100.0,87.0,133,114.9,27.4
155,98.0,96.0,142,126.5,35.5
110,83.0,79.0,72,74.3,23.3
123,84.0,85.0,83,97.5,43.7
177,94.0,92.0,151,142.1,31.9
113,74.0,90.0,59,84.6,28.1
140,88.0,92.0,100,117.2,40.4
157,92.0,96.0,118,104.5,36.0
110,85.0,92.0,81,101.5,36.5
138,93.0,97.0,112,100.1,35.3
122,97.0,94.0,112,129.3,36.2
116,100.0,93.0,108,129.3,28.9
102,81.0,96.0,71,127.1,32.2
90,80.0,89.0,55,89.5,28.1
99,89.0,95.0,76,111.5,33.0
121,100.0,95.0,113,116.7,26.8
103,75.0,92.0,64,98.0,34.6
62,98.0,91.0,51,107.2,29.5
123,81.0,88.0,81,104.5,36.5
90,99.0,91.0,79,102.3,31.6
